Nick's ride client characteristic codebook,,,,,for service codebook scrolldown to line 43
narcan,character,3436.846512,250.6817295,"NA, Unknown, Yes, No",usage of naloxone (Narcan) before?(yes/no)
hospital,character,3449.070402,251.5733335,"NA, No, Yes, Unknown",Hospitalizations reported
diagnosis,character,3461.294292,252.4649374,"NA, No, Unknown, Yes",Reported diagnosis??
jail,character,3473.518182,253.3565413,"NA, Yes, Unknown, No",History of jail 
referral,character,3485.742072,254.2481453,"NA, Cayuga County Mental Health, Other, Walk-in, Auburn Community Hospital",Referring agency or source
hist_su,character,3497.965962,255.1397492,"NA, Yes",histsu??
retention_days,numeric,3510.189852,256.0313532,"NA, 49, 765, 73, 5",Number of days the client remained engaged in services
retention_30_days,character,3522.413742,256.9229571,"Unknown, Yes, No",Whether the client remained engaged >30 days(yes/no)
retention_90_days,character,3534.637632,257.8145611,"Unknown, No, Yes",Whether the client remained engaged >90 days(yes/no)
Variable,Data_Type,Num_Missing,Pct_Missing,Unique_Values,Description
clientid,numeric,3546.861522,258.706165,"1, 2, 3, 4, 11",Unique client identifier
dateofbirth,Date,3559.085412,259.5977689,"1982-10-11, 1998-06-03, 1964-08-07, 1984-09-06, 1969-10-25",Client's date of birth
gender,character,3571.309302,260.4893729,"Male, NA, Female, Transgender, Prefer Not to Answer",Gender identity of the client
ethnicity,character,3583.533192,261.3809768,"White/Caucasian, Black/African American, Unknown, NA, Hispanic or Latino",Self-reported ethnicity
ethnicity_other,character,3595.757082,262.2725808,"NA, French/Canadian, White/Caucasian, mixed, Irish",Other ethnicity (if not listed)
homelessflag,character,3607.980973,263.1641847,"Yes, No, NA",Indicates if client is currently homeless
veteran,character,3620.204863,264.0557887,"Unspecified, Yes, No, NA",Veteran status
deceased,character,3632.428753,264.9473926,"No, Yes",Deceased status
home_city,character,3644.652643,265.8389965,"Port Byron, Auburn, Weedsport, Red Creek, Throop",City of residence
home_state,character,3656.876533,266.7306005,"NY, NA, VA",State of residence
home_zip,numeric,3669.100423,267.6222044,"13140, 13021, 13166, 13143, 14901",ZIP code of the client's residence
county,character,3681.324313,268.5138084,"Cayuga, Wayne, NA, Otsego, Onondaga",County of the client's residence
last_interaction_date,Date,3693.548203,269.4054123,"2024-10-25, 2025-05-14, 2022-08-02, 2022-05-13, 2022-03-21",last interaction date??
current_date,Date,3705.772093,270.2970163,5/28/2025,Date the data was recorded 
age,numeric,3717.995983,271.1886202,"42, 26, 57, 37, 58",client's age
contactdate,Date,3730.219873,272.0802242,"NA, 2022-06-14, 2022-03-01, 2022-10-17, 2022-03-09",Date the client was contacted
clientstatus,character,3742.443763,272.9718281,"NA, Returning, New",Client's returing status in the program
cayugares,character,3754.667653,273.863432,"NA, Yes, No, Unkn",cayugares??
city,character,3766.891543,274.755036,"NA, Auburn, New Berlin, Butler, Marietta",city??
state,character,3779.115433,275.6466399,"NA, NY, VA",state??
